65169,65172
76964,97780
76951,105499
76971,105537
76954,105536
76985,105604
76989,105622
77002,105657
77013,105692
77017,105708
76961,105573
76907,105454
76923,105465
76943,105489
76934,105493
77000,105600
77027,105644
77053,105674
77050,105678
77072,105711
77086,105753
77141,105857
77181,105941
77205,105984
77196,105995
77225,106047
77230,106070
77269,106139
77294,106196
77306,106251
77321,106289
77341,106332
77402,106446
77403,106449
77363,106344
77329,106267
77329,106270
77362,106322
77343,106316
77348,106330
77390,106393
77396,106414
77383,106397
77381,106394
77398,106427
77421,106468
77429,106489
77437,106489
77383,106414
77335,106328
77293,106255
77289,106269
77348,106357
77341,106358
77359,106391
77332,106343
77254,106160
77204,106025
77182,105977
77156,105906
77122,105843
77122,105850
77125,105862
77128,105851
77190,105935
77246,106045
77284,106113
77304,106161
77297,106159
77271,106126
77245,106086
77236,106085
77244,106118
77261,106132
77289,106197
77318,106254
77338,106286
77323,106270
77299,106194
77279,106095
77254,106019
77241,105983
77225,105930
77181,105868
77169,105852
77188,105875
77162,105831
77131,105774
77118,105751
77141,105805
77192,105895
77240,105990
77260,106037
77260,106052
77283,106111
77296,106134
77330,106202
77359,106263
77359,106276
77359,106291
77381,106327
77342,106241
77274,106076
77225,105960
77204,105911
77213,105926
77183,105859
77163,105820
77140,105789
77100,105732
77071,105668
77080,105683
77070,105663
77079,105700
77122,105766
77133,105795
77148,105843
77154,105875
77161,105882
77150,105889
77150,105910
77155,105928
77162,105944
77184,105998
77189,106013
77196,106022
77158,105895
77124,105810
77101,105754
77108,105754
77077,105695
77058,105673
77054,105665
77018,105597
76980,105540
76942,105458
76959,105501
76992,105548
77054,105669
77075,105711
77082,105728
77130,105809
77130,105816
77136,105826
77146,105857
77158,105892
77174,105927
77189,105963
77198,105991
77207,106013
77224,106046
77173,105935
77111,105780
77051,105661
77031,105599
76983,105523
76981,105505
76970,105495
76966,105480
76973,105480
76947,105434
76972,105479
77014,105556
77089,105688
77120,105743
77130,105782
77127,105779
77124,105789
77125,105802
77120,105799
77122,105836
77127,105834
77108,105819
77072,105767
77045,105736
77039,105726
77001,105675
76968,105596
76887,105401
76812,105238
76794,105202
76773,105152
76735,105085
76725,105068
76697,105029
76712,105040
76727,105049
76760,105110
76807,105196
76820,105226
76794,105201
76793,105221
76805,105233
76805,105241
76802,105263
76824,105301
76825,105315
76827,105322
76828,105332
76809,105306
76788,105285
76777,105290
76755,105250
76746,105225
76668,105048
76597,104892
76601,104873
76611,104866
76562,104791
76551,104783
76597,104844
76652,104942
76687,104998
76713,105038
76739,105103
76751,105121
76743,105138
76746,105149
76745,105157
76720,105132
76701,105107
76690,105089
76688,105095
76677,105105
76705,105159
76722,105191
76740,105239
76760,105287
76740,105263
76759,105309
76718,105203
76677,105076
76649,105020
76614,104957
76618,104967
76674,105047
76723,105134
76753,105190
76772,105212
76776,105226
76762,105218
76785,105272
76817,105321
76850,105388
76853,105411
76856,105424
76842,105411
76802,105356
76779,105342
76762,105323
76750,105323
76760,105353
76789,105402
76809,105458
76837,105510
76863,105560
76827,105479
76775,105348
76723,105250
76730,105255
76763,105306
76777,105339
76818,105405
76841,105443
76832,105433
76851,105465
76842,105468
76872,105519
76885,105560
76917,105602
76945,105665
76951,105677
76931,105659
76921,105663
76912,105637
76901,105632
76897,105642
76903,105668
76910,105687
76902,105685
76895,105694
76890,105673
76827,105545
76804,105466
76809,105455
76841,105502
76899,105597
76934,105655
76950,105686
76962,105710
76954,105710
76936,105677
76928,105676
76930,105689
76944,105719
76944,105718
76927,105715
76918,105704
76893,105678
76881,105678
76907,105712
76906,105726
76906,105733
76912,105750
76928,105795
76908,105772
76900,105757
76845,105621
76802,105521
76813,105517
76840,105560
76853,105573
76875,105611
76887,105652
76892,105652
76913,105692
76909,105684
76898,105683
76889,105670
76860,105637
76840,105612
76832,105610
76810,105567
76799,105564
76810,105589
76822,105610
76830,105647
76852,105675
76808,105624
76795,105630
76782,105614
76732,105507
76672,105368
76651,105302
76735,105416
76852,105609
76891,105671
76899,105684
76872,105650
76832,105584
76806,105540
76811,105543
76809,105560
76839,105604
76842,105633
76815,105587
76788,105552
76723,105458
76703,105426
76682,105401
76682,105406
76679,105409
76702,105458
76720,105494
76740,105546
76753,105560
76698,105439
76689,105377
76720,105400
76748,105424
76765,105455
76755,105437
76752,105435
76765,105460
76769,105458
76756,105433
76764,105453
76801,105528
76789,105518
76792,105521
76776,105506
76751,105469
76723,105443
76722,105450
76742,105476
76735,105480
76738,105494
76724,105488
76749,105538
76743,105538
76707,105471
76666,105355
76631,105251
76662,105283
76683,105302
76708,105341
76708,105348
76696,105331
76697,105335
76685,105292
76708,105330
76708,105343
76740,105405
76750,105430
76711,105391
76686,105350
76676,105337
76682,105333
76669,105331
76686,105361
76722,105430
76726,105442
76739,105468
76763,105517
76784,105558
76741,105452
76708,105354
76738,105338
76737,105328
76740,105316
76716,105274
76697,105260
76687,105239
76672,105205
76650,105165
76660,105177
76699,105236
76671,105196
76676,105214
76658,105203
76612,105128
76574,105069
76547,105052
76555,105059
76577,105106
76594,105135
76580,105120
76568,105115
76570,105134
76563,105108
76517,104983
76485,104873
76546,104938
76591,104992
76608,105020
76610,105026
76613,105032
76612,105032
76623,105030
76617,105015
76652,105082
76655,105098
76665,105114
76661,105107
76615,105051
76587,105023
76548,104970
76534,104944
76506,104919
76518,104942
76520,104943
76529,104977
76555,105023
76558,105044
76498,104892
76447,104771
76462,104747
76484,104766
76519,104815
76524,104812
76547,104846
76543,104853
76539,104822
76551,104855
76553,104847
76591,104911
76590,104913
76606,104956
76604,104954
76538,104862
76503,104813
76474,104774
76456,104760
76486,104800
76491,104820
76514,104868
76518,104891
76515,104884
76449,104763
76387,104597
76360,104516
76389,104541
76403,104557
76437,104595
76455,104635
76447,104618
76446,104613
76440,104608
76434,104590
76454,104628
76461,104654
76468,104670
76469,104677
76433,104627
76409,104591
76411,104594
76416,104613
76420,104625
76434,104665
76448,104698
76450,104721
76459,104747
76397,104607
76331,104440
76297,104340
76276,104296
76292,104295
76325,104345
76383,104449
76390,104447
76376,104415
76341,104361
76361,104392
76359,104399
76381,104439
76401,104489
76411,104526
76419,104535
76408,104537
76398,104528
76363,104468
76356,104471
76357,104483
76358,104504
76360,104522
76360,104520
76333,104439
76304,104338
76274,104257
76274,104256
76308,104277
76348,104355
76389,104425
76421,104462
76436,104476
76409,104445
76414,104444
76406,104445
76433,104507
76438,104511
76422,104501
76415,104489
76377,104445
76380,104458
76365,104450
76383,104481
76385,104509
76388,104527
76402,104565
76422,104599
76365,104462
76311,104328
76310,104289
76332,104311
76353,104330
76351,104321
76382,104368
76392,104369
76373,104346
76381,104357
76390,104372
76442,104469
76465,104515
76480,104553
76480,104568
76496,104602
76469,104562
76415,104491
76387,104465
76378,104465
76395,104482
76419,104539
76425,104560
76443,104614
76399,104522
76320,104342
76235,104150
76186,104050
76138,103952
76104,103892
76101,103882
76128,103911
76208,104031
76233,104070
76280,104151
76279,104161
76273,104157
76301,104219
76300,104241
76335,104298
76331,104309
76345,104354
76383,104420
76406,104459
76382,104432
76351,104408
76337,104398
76349,104424
76350,104448
76369,104469
76303,104303
76256,104170
76232,104103
76195,104012
76160,103947
76118,103869
76099,103836
76065,103767
76063,103746
76079,103759
76135,103861
76222,104010
76247,104061
76245,104068
76232,104068
76218,104066
76204,104037
76164,104002
76164,104009
76135,103990
76162,104043
76172,104069
76202,104122
76191,104126
76167,104086
76101,103943
76034,103760
76000,103652
75976,103578
75936,103489
75871,103373
75863,103347
75850,103328
75815,103268
75770,103169
75817,103244
75890,103387
75992,103562
76014,103618
76051,103688
76081,103748
76108,103802
76109,103824
76128,103862
76135,103899
76160,103951
76156,103956
76156,103959
76125,103935
76082,103876
76020,103769
75938,103560
75888,103413
75897,103379
75879,103330
75881,103316
75857,103271
75821,103223
75806,103182
75767,103113
75799,103146
75848,103242
75956,103421
76011,103543
76042,103600
76038,103619
76029,103622
76043,103657
76066,103702
76087,103758
76116,103829
76145,103875
76161,103927
76148,103912
76130,103901
76093,103819
75997,103609
75960,103489
75971,103450
75989,103459
75957,103397
75966,103407
75986,103425
75947,103360
75936,103325
75913,103293
75939,103331
75948,103379
75985,103427
76078,103596
76146,103715
76178,103780
76220,103875
76261,103960
76262,103982
76276,104023
76263,104016
76278,104070
76277,104090
76299,104133
76297,104102
76198,103896
76155,103757
76079,103608
76015,103473
75947,103343
75951,103342
75951,103332
75922,103287
75914,103256
75904,103252
75921,103281
75903,103264
75916,103299
75939,103354
75999,103459
76060,103570
76085,103626
76125,103717
76129,103751
76158,103800
76165,103824
76185,103888
76186,103901
76188,103925
76205,103967
76130,103805
76071,103639
76058,103547
76022,103467
75970,103371
75939,103304
75942,103305
75900,103239
75890,103206
75847,103139
75840,103122
75877,103187
75888,103220
75933,103323
75996,103425
76036,103514
76112,103646
76141,103698
76154,103760
76159,103782
76165,103819
76176,103855
76167,103858
76195,103933
76208,103967
76175,103901
76123,103775
76065,103599
75973,103417
75941,103347
75895,103248
75897,103240
75871,103195
75852,103168
75840,103134
75803,103066
75791,103055
75776,103049
75790,103090
75941,103332
76055,103522
76077,103595
76134,103693
76135,103729
76160,103785
76170,103823
76197,103891
76225,103957
76239,103994
76238,104002
76252,104050
76216,104003
76145,103824
76066,103630
