65150,65126,0.00
80745,97978,0.00
80681,114498,0.00
80526,113985,0.00
80475,113810,0.00
80509,113975,0.00
80566,114230,0.00
80615,114390,0.00
80617,114437,0.00
80606,114410,0.00
80588,114358,0.00
80578,114346,0.00
80583,114378,0.00
80598,114414,0.00
80597,114468,0.00
80596,114488,0.00
80598,114515,0.00
80598,114541,0.00
80606,114561,0.00
80605,114561,0.00
80548,114362,0.00
80398,113850,0.00
80376,113777,0.00
80433,113998,0.00
80498,114242,0.00
80535,114398,0.00
80549,114454,0.00
80543,114426,0.00
80535,114393,0.00
80528,114385,0.00
80531,114417,0.00
80532,114459,0.00
80541,114489,0.00
80542,114514,0.00
80546,114540,0.00
80543,114557,0.00
80546,114565,0.00
80511,114461,0.00
80358,113916,0.00
80268,113634,0.00
80300,113764,0.00
80362,113999,0.00
80417,114204,0.00
80448,114338,0.00
80448,114364,0.00
80441,114325,0.00
80421,114275,0.00
80430,114304,0.00
80440,114368,0.00
80454,114428,0.00
80453,114464,0.00
80459,114486,0.00
80466,114523,0.00
80460,114535,0.00
80466,114539,0.00
80459,114510,0.00
80345,114131,0.00
80207,113645,0.00
80219,113674,0.00
80275,113896,0.00
80333,114112,0.00
80375,114284,0.00
80402,114375,0.00
80393,114354,0.00
80374,114293,0.00
80377,114308,0.00
80397,114373,0.00
80416,114458,0.00
80421,114505,0.00
80428,114545,0.00
80439,114565,0.00
80448,114582,0.00
80446,114607,0.00
80452,114631,0.00
80439,114615,0.00
80340,114288,0.00
80200,113794,0.00
80197,113790,0.00
80253,114020,0.00
80321,114267,0.00
80356,114434,0.00
80369,114488,0.00
80360,114443,0.00
80336,114357,0.00
80340,114338,0.00
80351,114402,0.00
80366,114471,0.00
80395,114539,0.00
80408,114577,0.00
80414,114606,0.00
80417,114633,0.00
80412,114660,0.00
80415,114669,0.00
80368,114512,0.00
80220,114014,0.00
80188,113866,0.00
80234,114029,0.00
80297,114266,0.00
80342,114473,0.00
80340,114531,0.00
80298,114467,-999.00
80273,114378,-999.00
80291,114389,-999.00
80307,114436,-999.00
80307,114490,-999.00
80328,114549,-999.00
80339,114598,-999.00
80348,114631,-999.00
80357,114654,-999.00
80371,114663,-999.00
80331,114508,-999.00
80176,113939,-999.00
80122,113754,-999.00
80144,113870,-999.00
80181,114054,-999.00
80234,114247,-999.00
80283,114415,-999.00
80288,114424,-999.00
80282,114368,-999.00
80298,114400,-999.00
80325,114495,-999.00
80362,114610,-999.00
80394,114705,-999.00
80403,114382,-999.00
80411,114414,-999.00
80426,114437,-999.00
80415,114429,-999.00
80297,114022,-999.00
80121,113382,-999.00
80089,113272,-999.00
80162,113511,-999.00
80222,113713,-999.00
80273,113917,-999.00
80322,114077,-999.00
80325,114066,-999.00
80306,113980,-999.00
80294,113993,-999.00
80313,114083,-999.00
80339,114184,-999.00
80360,114267,-999.00
80378,114321,-999.00
80379,114374,-999.00
80392,114404,-999.00
80380,114357,-999.00
80195,113717,-999.00
80018,113125,-999.00
80015,113136,-999.00
