65154,65081,0.00
83226,97924,0.00
83017,113114,0.00
82867,112661,0.00
82741,112316,0.00
82742,112316,0.00
82766,112416,0.00
82812,112576,0.00
82873,112777,0.00
82915,112923,0.00
82921,112967,0.00
82917,112958,0.00
82901,112964,0.00
82918,113016,0.00
82931,113085,0.00
82951,113174,0.00
82965,113248,0.00
82986,113325,0.00
82987,113390,0.00
83000,113445,0.00
82998,113442,0.00
82878,113061,0.00
82694,112533,0.00
82656,112469,0.00
82686,112547,0.00
82724,112677,0.00
82782,112872,0.00
82832,113041,0.00
82841,113102,0.00
82830,113097,0.00
82819,113076,0.00
82819,113099,0.00
82836,113169,0.00
82853,113247,0.00
82876,113325,0.00
82895,113396,0.00
82912,113468,0.00
82913,113525,0.00
82922,113552,0.00
82822,113234,0.00
82611,112648,0.00
82569,112525,0.00
82583,112587,0.00
82628,112726,0.00
82677,112900,0.00
82729,113072,0.00
82753,113142,0.00
82740,113108,0.00
82716,113062,0.00
82710,113093,0.00
82730,113168,0.00
82769,113254,0.00
82785,113342,0.00
82808,113417,0.00
82823,113483,0.00
82835,113537,0.00
82833,113537,0.00
82672,113067,0.00
82503,112576,0.00
82476,112504,0.00
82504,112572,0.00
82535,112702,0.00
82589,112851,0.00
82619,112963,0.00
82612,112964,0.00
82586,112883,0.00
82567,112852,0.00
82582,112908,0.00
82609,112986,0.00
82634,113087,0.00
82658,113187,0.00
82683,113276,0.00
82708,113356,0.00
82716,113411,0.00
82632,113129,0.00
82419,112560,0.00
82361,112395,0.00
82366,112409,0.00
82395,112480,0.00
82421,112581,0.00
82464,112717,0.00
82470,112756,0.00
82439,112700,0.00
82421,112646,0.00
82422,112667,0.00
82442,112740,0.00
82472,112836,0.00
82503,112926,0.00
82520,113037,0.00
82540,113127,0.00
82567,113205,0.00
82552,113146,0.00
82353,112577,0.00
82231,112238,0.00
82209,112158,0.00
82220,112184,0.00
82239,112249,0.00
82259,112345,0.00
82286,112424,0.00
82275,112400,0.00
82255,112336,-999.00
82240,112307,-999.00
82245,112337,-999.00
82263,112401,-999.00
82285,112476,-999.00
82307,112555,-999.00
82321,112630,-999.00
82336,112706,-999.00
82356,112763,-999.00
82271,112512,-999.00
82115,112067,-999.00
82051,111855,-999.00
82024,111812,-999.00
82037,111825,-999.00
82050,111864,-999.00
82074,111945,-999.00
82077,111972,-999.00
82053,111908,-999.00
82031,111878,-999.00
82030,111875,-999.00
82047,111921,-999.00
82062,111992,-999.00
82089,112071,-999.00
82111,112149,-999.00
82126,112211,-999.00
82142,112253,-999.00
82149,112297,-999.00
82155,112341,-999.00
82178,112396,-999.00
82132,112262,-999.00
81979,111808,-999.00
81882,111523,-999.00
81849,111388,-999.00
81839,111359,-999.00
81832,111359,-999.00
81851,111403,-999.00
81856,111447,-999.00
81846,111418,-999.00
81823,111379,-999.00
81820,111371,-999.00
81849,111410,-999.00
81856,111475,-999.00
81872,111548,-999.00
81896,111625,-999.00
81912,111678,-999.00
81930,111741,-999.00
81936,111777,-999.00
81948,111823,-999.00
81954,111874,-999.00
81976,111938,-999.00
81992,112006,-999.00
82008,112081,-999.00
82040,112160,-999.00
82022,112134,-999.00
81849,111606,-999.00
81732,111225,-999.00
81680,111067,-999.00
81659,111002,-999.00
81648,110979,-999.00
81653,110991,-999.00
81676,111064,-999.00
81663,111063,-999.00
81645,111030,-999.00
81640,111007,-999.00
81650,111051,-999.00
81679,111130,-999.00
81691,111235,-999.00
81724,111320,-999.00
81749,111407,-999.00
81765,111478,-999.00
81773,111533,-999.00
81789,111575,-999.00
81793,111606,-999.00
81805,111655,-999.00
81816,111716,-999.00
81840,111809,-999.00
81766,111587,-999.00
81611,111086,-999.00
81517,110804,-999.00
81480,110692,-999.00
81474,110667,-999.00
81476,110679,-999.00
81492,110730,-999.00
81493,110755,-999.00
81478,110701,-999.00
81452,110632,-999.00
81444,110616,-999.00
81455,110647,-999.00
81465,110704,-999.00
81481,110775,-999.00
81501,110846,-999.00
81521,110918,-999.00
81534,110970,-999.00
81553,111031,-999.00
81565,111072,-999.00
81587,111131,-999.00
81600,111209,-999.00
81630,111293,-999.00
81598,111192,-999.00
81439,110710,-999.00
81339,110391,99.57
81300,110241,99.57
81276,110172,99.57
81277,110134,99.57
81269,110150,99.57
81286,110187,99.57
81282,110181,99.57
81265,110142,99.57
81260,110123,99.57
81272,110153,99.57
81295,110225,99.57
81332,110322,99.57
81352,110407,99.57
81378,110494,99.57
81395,110567,99.57
81411,110637,99.57
81433,110689,99.57
81460,110771,99.57
81476,110848,99.57
81505,110947,99.57
81529,111035,99.57
81422,110714,99.57
81278,110277,99.57
81206,110020,99.57
81172,109900,99.57
81153,109865,99.57
81153,109847,99.57
81170,109902,99.57
81186,109958,99.57
81179,109946,99.57
81174,109934,99.57
81178,109958,99.57
81203,110040,99.57
81229,110162,99.57
81273,110279,99.57
81306,110400,99.57
81349,110518,99.57
81378,110632,99.57
81406,110739,99.57
81430,110832,99.57
81456,110935,99.57
81498,111069,99.57
81528,111208,99.57
81562,111307,99.57
81409,110837,99.57
81228,110296,99.57
81171,110102,99.57
81161,110071,99.57
81166,110072,99.57
81168,110115,99.57
81199,110198,99.57
81207,110244,99.57
81202,110207,99.57
81182,110183,99.57
81189,110216,99.57
81213,110309,99.57
81251,110432,99.57
81288,110560,99.57
81324,110685,99.57
81355,110802,99.57
81389,110901,99.57
81415,110993,99.57
81437,111083,99.57
81458,111172,99.57
81490,111288,99.57
81517,111363,99.57
81356,110851,99.57
81175,110306,99.57
81114,110115,99.57
81096,110060,99.57
81104,110044,99.57
81103,110061,99.57
81143,110142,99.57
81147,110191,99.57
81134,110171,99.57
81127,110153,99.57
81138,110193,99.57
81166,110285,99.57
81204,110409,99.57
81251,110538,99.57
81285,110681,99.57
81324,110812,99.57
81357,110928,99.57
81385,111031,99.57
81407,111130,99.57
81442,111239,99.57
81471,111347,99.57
81414,111144,99.57
81199,110492,99.57
81101,110192,99.57
