65216,65150,0.00
85523,97962,0.00
85336,115876,0.00
85342,115692,0.00
85327,115677,0.00
85311,115630,0.00
85277,115585,0.00
85278,115568,0.00
85296,115608,0.00
85304,115631,0.00
85305,115620,0.00
85283,115599,0.00
85276,115572,0.00
85269,115559,0.00
85272,115568,0.00
85281,115586,0.00
85281,115581,0.00
85270,115573,0.00
85252,115541,0.00
85242,115513,0.00
85228,115498,0.00
85221,115474,0.00
85200,115433,0.00
85176,115394,0.00
85183,115410,0.00
85219,115463,0.00
85219,115482,0.00
85202,115439,0.00
85207,115431,0.00
85216,115457,0.00
85208,115447,0.00
85208,115432,0.00
85184,115402,0.00
85176,115379,0.00
85190,115413,0.00
85203,115438,0.00
85204,115439,0.00
85189,115410,0.00
85164,115371,0.00
85156,115338,0.00
85140,115306,0.00
85132,115279,0.00
85117,115255,0.00
85124,115281,0.00
85139,115311,0.00
85126,115285,0.00
85104,115254,0.00
85105,115250,0.00
85106,115257,0.00
85113,115263,0.00
85106,115259,0.00
85114,115261,0.00
85129,115267,0.00
85116,115263,0.00
85120,115264,0.00
85107,115252,0.00
85101,115237,0.00
85102,115236,0.00
85086,115193,0.00
85050,115126,0.00
85036,115114,0.00
85030,115090,0.00
85019,115085,0.00
85014,115081,0.00
84993,115050,0.00
84971,115009,0.00
84971,115001,0.00
84970,114997,0.00
84972,115013,0.00
84966,114999,0.00
84964,114995,0.00
84953,114987,0.00
84951,114969,0.00
84917,114913,0.00
84853,114819,0.00
84792,114698,0.00
84760,114636,0.00
84741,114599,0.00
84725,114573,0.00
84740,114598,0.00
84753,114628,0.00
84745,114613,0.00
84739,114604,0.00
84745,114603,0.00
84751,114624,0.00
84765,114636,0.00
84766,114656,0.00
84782,114670,0.00
84782,114681,0.00
84791,114696,0.00
84809,114715,0.00
84817,114722,0.00
84803,114715,0.00
84792,114675,0.00
84789,114683,0.00
84784,114652,0.00
84782,114645,0.00
84793,114663,0.00
84796,114677,0.00
84818,114710,0.00
84821,114732,-999.00
84810,114702,-999.00
84811,114707,-999.00
84821,114716,-999.00
84812,114714,-999.00
84830,114719,-999.00
84840,114751,-999.00
84846,114753,-999.00
84848,114759,-999.00
84857,114779,-999.00
84854,114767,-999.00
84832,114747,-999.00
84840,114738,-999.00
84823,114704,-999.00
84827,114700,-999.00
84839,114722,-999.00
84837,114731,-999.00
84842,114736,-999.00
84836,114739,-999.00
84824,114715,-999.00
84819,114700,-999.00
84820,114698,-999.00
84824,114702,-999.00
84825,114699,-999.00
84811,114690,-999.00
84810,114678,-999.00
84798,114684,-999.00
84825,114708,-999.00
84809,114692,-999.00
84786,114651,-999.00
84775,114626,-999.00
84762,114589,-999.00
84747,114561,-999.00
84744,114573,-999.00
84760,114570,-999.00
84737,114550,-999.00
84719,114525,-999.00
84707,114497,-999.00
84699,114471,-999.00
84675,114453,-999.00
84675,114450,-999.00
84673,114447,-999.00
84677,114440,-999.00
84673,114455,-999.00
84680,114462,-999.00
84683,114458,-999.00
84671,114441,-999.00
84643,114397,-999.00
84618,114343,-999.00
84585,114279,-999.00
84560,114243,-999.00
84564,114236,-999.00
84561,114243,-999.00
84545,114228,-999.00
84544,114216,-999.00
84529,114188,-999.00
84523,114176,-999.00
84512,114159,-999.00
84510,114152,-999.00
84500,114140,-999.00
84504,114146,-999.00
84508,114160,-999.00
84507,114167,-999.00
84507,114162,-999.00
84509,114154,-999.00
84501,114140,-999.00
84471,114096,-999.00
84455,114046,-999.00
84414,113983,-999.00
84414,113971,-999.00
84431,114003,-999.00
84446,114030,-999.00
84444,114032,-999.00
84442,114032,-999.00
84442,114030,-999.00
84445,114030,-999.00
84435,114020,-999.00
84448,114041,-999.00
84465,114063,-999.00
84477,114077,-999.00
84473,114078,-999.00
84471,114072,-999.00
84475,114081,-999.00
84482,114089,-999.00
84468,114054,-999.00
84453,114027,-999.00
84443,114003,-999.00
84460,114036,-999.00
84542,114181,-999.00
84733,114515,-999.00
84901,114774,-999.00
84937,114834,-999.00
84920,114806,-999.00
84931,114817,-999.00
84935,114809,-999.00
84945,114836,-999.00
84979,114895,-999.00
84995,114917,-999.00
84963,114864,-999.00
84955,114853,-999.00
84964,114876,-999.00
84984,114906,-999.00
85003,114933,-999.00
85030,114957,-999.00
85040,114963,-999.00
85057,114994,-999.00
85100,115051,-999.00
85125,115098,-999.00
85143,115117,-999.00
85162,115150,-999.00
85176,115181,-999.00
85200,115208,-999.00
85212,115231,-999.00
85216,115233,-999.00
85232,115265,-999.00
85263,115314,-999.00
85285,115346,-999.00
85309,115377,-999.00
85310,115380,-999.00
85327,115415,-999.00
85346,115440,-999.00
85339,115438,-999.00
85333,115424,-999.00
85341,115429,-999.00
85347,115426,-999.00
85364,115447,-999.00
85376,115475,-999.00
85410,115512,-999.00
85421,115542,-999.00
85435,115564,-999.00
85437,115571,-999.00
85431,115553,-999.00
85447,115586,-999.00
85469,115617,-999.00
85491,115655,-999.00
85517,115706,-999.00
85547,115735,-999.00
85590,115822,-999.00
85602,115844,-999.00
85602,115843,-999.00
85600,115833,-999.00
85633,115888,-999.00
85658,115915,-999.00
85658,115895,-999.00
85649,115884,-999.00
85653,115891,-999.00
85663,115910,-999.00
85680,115935,-999.00
85686,115940,-999.00
85676,115935,-999.00
85662,115898,-999.00
85662,115902,-999.00
85666,115912,-999.00
85674,115925,-999.00
85673,115919,-999.00
85684,115928,-999.00
85678,115938,-999.00
85686,115936,-999.00
