65148,65155,0.00
78909,97986,0.00
78906,110528,0.00
78890,110522,0.00
78889,110525,0.00
78883,110539,0.00
78882,110539,0.00
78857,110486,0.00
78822,110411,0.00
78805,110341,0.00
78793,110320,0.00
78783,110323,0.00
78780,110325,0.00
78784,110335,0.00
78772,110331,0.00
78764,110322,0.00
78757,110309,0.00
78752,110309,0.00
78745,110312,0.00
78746,110309,0.00
78739,110321,0.00
78736,110312,0.00
78726,110321,0.00
78725,110324,0.00
78717,110312,0.00
78714,110314,0.00
78706,110305,0.00
78698,110320,0.00
78701,110330,0.00
78685,110297,0.00
78658,110210,0.00
78627,110135,0.00
78618,110109,0.00
78614,110106,0.00
78611,110122,0.00
78606,110144,0.00
78605,110131,0.00
78595,110128,0.00
78581,110106,0.00
78573,110102,0.00
78569,110090,0.00
78561,110099,0.00
78550,110108,0.00
78552,110107,0.00
78543,110110,0.00
78538,110118,0.00
78534,110111,0.00
78533,110111,0.00
78527,110107,0.00
78523,110101,0.00
78516,110114,0.00
78515,110098,0.00
78480,110021,0.00
78460,109936,0.00
78449,109902,0.00
78432,109893,0.00
78435,109903,0.00
78441,109925,0.00
78430,109934,0.00
78423,109933,0.00
78419,109913,0.00
78413,109913,0.00
78418,109913,0.00
78413,109923,0.00
78410,109930,0.00
78402,109953,0.00
78412,109954,0.00
78407,109962,0.00
78404,109966,0.00
78399,109968,0.00
78389,109972,0.00
78388,109974,0.00
78381,109969,0.00
78364,109900,0.00
78336,109817,0.00
78305,109764,0.00
78304,109745,0.00
78301,109763,0.00
78301,109766,0.00
78304,109786,0.00
78304,109782,0.00
78292,109767,0.00
78281,109758,0.00
78278,109759,0.00
78279,109771,0.00
78277,109785,0.00
78275,109788,0.00
78284,109804,0.00
78274,109812,0.00
78273,109808,0.00
78266,109808,0.00
78253,109794,0.00
78245,109791,0.00
78238,109791,0.00
78217,109719,0.00
78175,109631,0.00
78165,109563,0.00
78154,109543,0.00
78144,109521,0.00
78146,109534,0.00
78150,109551,-999.00
78139,109545,-999.00
78134,109520,-999.00
78116,109492,-999.00
78108,109484,-999.00
78109,109488,-999.00
78104,109503,-999.00
78110,109524,-999.00
78098,109531,-999.00
78107,109537,-999.00
78103,109535,-999.00
78102,109540,-999.00
78100,109545,-999.00
78108,109547,-999.00
78097,109544,-999.00
78078,109473,-999.00
78035,109357,-999.00
78007,109278,-999.00
78008,109258,-999.00
77997,109244,-999.00
77994,109267,-999.00
77998,109275,-999.00
77991,109258,-999.00
77985,109237,-999.00
77980,109228,-999.00
77975,109238,-999.00
77978,109244,-999.00
77978,109268,-999.00
77988,109278,-999.00
77992,109280,-999.00
77985,109288,-999.00
77987,109308,-999.00
77985,109308,-999.00
77983,109319,-999.00
77986,109321,-999.00
77963,109262,-999.00
77922,109140,-999.00
77888,109057,-999.00
77876,109027,-999.00
77875,109026,-999.00
77872,109044,-999.00
77872,109062,-999.00
77869,109065,-999.00
77863,109043,-999.00
77857,109047,-999.00
77858,109050,-999.00
77853,109057,-999.00
77858,109079,-999.00
77860,109101,-999.00
77865,109122,-999.00
77869,109137,-999.00
77866,109152,-999.00
77868,109159,-999.00
77867,109177,-999.00
