65144,65140
86424,97884
86246,117036
86253,116871
86253,116894
86255,116934
86260,116958
86270,116985
86272,117015
86288,117055
86290,117093
86294,117125
86228,116902
86134,116583
86091,116450
86081,116439
86086,116459
86105,116504
86122,116576
86125,116591
86110,116560
86103,116556
86114,116602
86132,116650
86142,116708
86149,116756
86173,116831
86187,116868
86191,116919
86203,116967
86211,117014
86217,117038
86227,117095
86225,117126
86238,117166
86243,117198
86171,116991
86049,116588
86001,116436
86007,116434
86010,116446
86015,116480
86032,116548
86035,116555
86014,116512
86006,116492
86017,116513
86026,116557
86028,116597
86037,116637
86050,116666
86057,116697
86060,116721
86062,116751
86063,116778
86074,116808
86092,116850
86100,116892
86113,116950
86126,116989
86082,116860
85971,116504
85914,116337
85904,116301
85911,116318
85904,116328
85919,116394
85929,116439
85916,116441
85911,116416
85913,116431
85929,116482
85944,116545
85954,116605
85966,116664
85976,116711
85989,116754
85992,116790
86004,116819
86005,116850
86013,116886
86019,116908
86027,116946
86033,116993
86039,117025
86048,117036
85960,116791
85865,116442
85827,116329
85825,116332
85831,116353
85838,116389
85852,116448
85864,116465
85845,116429
85844,116417
85849,116453
85858,116492
85867,116543
85880,116588
85898,116629
85906,116670
85914,116706
85917,116749
85939,116804
85943,116854
85966,116905
85973,116964
85983,117024
85995,117083
86004,117103
85917,116837
85832,116565
85815,116499
85824,116526
85831,116559
85833,116593
85845,116660
85863,116686
85845,116654
85834,116645
85849,116669
85849,116714
85854,116742
85861,116776
85870,116807
85882,116845
85876,116865
85893,116889
85893,116914
85889,116937
85900,116954
85903,116984
85915,117029
85925,117065
85897,116985
85810,116733
85778,116604
85778,116585
85781,116603
85787,116620
85797,116669
85799,116706
85796,116702
85792,116682
85792,116696
85794,116736
85798,116778
85817,116821
85820,116855
85827,116884
85825,116924
85831,116948
85831,116983
85838,117014
85847,117057
85847,117094
85858,117136
85866,117175
85871,117198
85842,117118
85751,116821
85710,116695
85706,116679
85716,116710
85723,116736
85728,116781
85732,116811
85735,116792
85728,116768
85732,116783
85734,116819
85743,116853
85746,116881
85754,116907
85751,116926
85756,116935
85760,116953
85751,116973
85757,116990
85761,117012
85763,117045
85770,117075
85780,117119
85778,117142
85726,116964
85662,116760
85634,116683
85640,116696
85647,116737
85646,116770
85656,116817
85656,116833
85652,116812
85638,116796
85648,116809
85649,116846
85661,116879
85674,116910
85679,116938
85689,116958
85697,116983
85697,117002
85689,117024
85696,117031
85704,117049
85696,117067
85702,117078
85709,117111
85705,117090
85649,116908
85612,116780
85599,116739
85598,116755
85605,116776
85618,116813
85627,116848
85622,116853
85616,116837
85620,116843
85629,116879
85641,116924
85645,116959
85649,116991
85664,117024
85667,117040
85675,117067
85682,117102
85682,117122
85691,117151
85702,117182
85704,117213
85711,117245
85717,117240
85649,117032
85592,116850
85566,116770
85575,116783
85568,116799
85571,116819
85574,116853
85570,116851
85561,116828
85558,116822
85555,116855
85565,116886
85568,116911
