1892,15233,0.00
1896,15234,0.00
1893,15236,0.00
1894,15240,0.00
1892,15236,0.00
1893,15235,0.00
1894,15235,0.00
1895,15239,0.00
1888,15236,0.00
1891,15234,0.00
1894,15231,0.00
1895,15235,0.00
1894,15232,0.00
1889,15239,0.00
1898,15232,0.00
1889,15237,0.00
1894,15232,0.00
1892,15236,0.00
1900,15236,0.00
1890,15235,0.00
1894,15234,0.00
1895,15240,0.00
1891,15237,0.00
1896,15236,0.00
1892,15237,0.00
1893,15238,0.00
1891,15241,0.00
1894,15241,0.00
1893,15233,0.00
1891,15234,0.00
1889,15236,0.00
1890,15239,0.00
1895,15237,0.00
1896,15236,0.00
1894,15235,0.00
1893,15237,0.00
1897,15228,0.00
1890,15235,0.00
1894,15238,0.00
1896,15233,0.00
1889,15238,0.00
1893,15236,0.00
1888,15230,0.00
1890,15231,0.00
1896,15232,0.00
1894,15236,0.00
1892,15233,0.00
1896,15239,0.00
1895,15234,0.00
1892,15232,0.00
1890,15232,0.00
1892,15234,0.00
1892,15234,0.00
1894,15237,0.00
1891,15230,0.00
1888,15230,0.00
1891,15234,0.00
1894,15231,0.00
1899,15231,0.00
1890,15234,0.00
1898,15233,0.00
1895,15231,0.00
1893,15233,0.00
1890,15231,0.00
1894,15230,0.00
1890,15234,0.00
1897,15234,0.00
1894,15234,0.00
1896,15236,0.00
1894,15232,0.00
1896,15230,0.00
1894,15230,0.00
1893,15238,0.00
1890,15232,0.00
1891,15231,0.00
1888,15232,0.00
1891,15234,0.00
1890,15231,0.00
1891,15230,0.00
1892,15232,0.00
1890,15233,0.00
1888,15234,0.00
1894,15232,0.00
1893,15231,0.00
1897,15236,0.00
1891,15232,0.00
1890,15232,0.00
1894,15233,0.00
1893,15237,0.00
1892,15233,0.00
1890,15234,0.00
1893,15232,0.00
1896,15235,0.00
1890,15231,0.00
1894,15229,0.00
1888,15234,0.00
1894,15229,0.00
1894,15236,0.00
1892,15238,0.00
1892,15236,0.00
1888,15228,-999.00
1892,15231,-999.00
1892,15236,-999.00
1893,15231,-999.00
1897,15233,-999.00
1892,15235,-999.00
1894,15232,-999.00
1888,15230,-999.00
1892,15232,-999.00
1889,15230,-999.00
1889,15236,-999.00
1897,15228,-999.00
1890,15232,-999.00
1890,15230,-999.00
1890,15233,-999.00
1895,15231,-999.00
1890,15234,-999.00
1888,15231,-999.00
1896,15230,-999.00
1889,15232,-999.00
1892,15229,-999.00
1894,15229,-999.00
1893,15231,-999.00
1898,15227,-999.00
1891,15228,-999.00
1898,15229,-999.00
1895,15233,-999.00
1892,15235,-999.00
1888,15230,-999.00
1887,15232,-999.00
1895,15229,-999.00
1894,15232,-999.00
1897,15232,-999.00
1891,15231,-999.00
1892,15229,-999.00
1892,15233,-999.00
1891,15234,-999.00
1892,15228,-999.00
1891,15229,-999.00
1891,15229,-999.00
1895,15232,-999.00
1897,15227,-999.00
1892,15232,-999.00
1891,15229,-999.00
1894,15233,-999.00
1893,15232,-999.00
1888,15230,-999.00
1891,15232,-999.00
1897,15228,-999.00
1892,15232,-999.00
1892,15228,-999.00
1895,15229,-999.00
1891,15230,-999.00
1894,15233,-999.00
1890,15230,-999.00
1891,15233,-999.00
1892,15232,-999.00
1898,15231,-999.00
1889,15231,-999.00
1894,15235,-999.00
1889,15231,-999.00
1894,15229,-999.00
1884,15230,-999.00
1893,15231,-999.00
1889,15234,-999.00
1895,15233,-999.00
