0,0
0,16443
0,16443
0,16443
0,12457
0,12457
0,9981
0,9981
0,8292
0,6993
0,6020
0,5334
0,4864
0,4532
0,4210
0,3949
0,3692
0,3476
0,3267
0,3102
0,2981
0,2551
0,2143
0,1950
0,1950
0,1946
0,1881
0,1861
0,1858
0,1777
0,1777
0,1777
0,1777
0,1798
0,1805
0,1805
0,1805
0,1805
0,1805
0,1788
0,1625
0,1030
0,1000
0,1000
0,1000
0,1000
0,1013
0,1027
0,1070
0,1077
0,1077
0,1077
0,1148
0,1200
0,1202
0,1223
0,1226
0,1226
0,1226
0,1223
0,1159
0,636
0,636
0,636
0,636
0,690
0,690
0,701
0,736
0,768
0,768
0,768
0,828
0,842
0,887
0,933
0,933
0,933
0,933
0,912
0,499
0,98
0,98
0,98
0,98
0,130
0,166
0,191
0,194
0,218
0,306
0,446
0,565
0,696
0,709
0,709
0,709
0,696
0,679
0,100
0,100
0,100
0,100
0,265
0,310
0,334
0,361
0,369
0,369
0,460
0,534
0,558
0,608
0,608
0,608
0,608
0,524
0,49
0,-97
0,-97
0,-97
0,-97
0,-18
0,-2
0,34
0,34
0,59
0,65
0,135
0,230
0,297
0,332
0,332
0,332
0,332
0,191
0,-242
0,-242
0,-242
0,-242
0,-216
0,-130
0,-126
0,-122
0,-71
0,-54
0,43
0,123
0,202
0,273
0,299
0,299
0,299
0,299
0,247
0,-223
0,-223
0,-223
0,-223
0,-191
0,-130
0,-129
0,-92
0,-75
0,-73
0,-25
0,25
0,98
0,153
0,157
0,201
0,201
0,201
0,201
0,-16
0,-316
0,-316
0,-316
0,-316
0,-200
0,-186
0,-165
0,-160
0,-115
0,-115
0,-38
0,44
0,110
0,159
0,173
0,173
0,173
0,173
0,164
0,-272
0,-422
0,-422
0,-422
0,-422
0,-319
0,-317
0,-316
0,-293
0,-265
0,-218
0,-120
0,-38
0,33
0,84
0,128
0,161
0,161
0,161
0,161
0,-203
0,-530
0,-530
0,-530
0,-530
0,-450
0,-412
0,-402
0,-399
0,-382
0,-311
0,-213
0,-117
0,-47
0,5
0,35
0,79
0,111
0,111
0,111
0,111
0,-289
0,-597
0,-597
0,-597
0,-597
0,-538
0,-474
0,-462
0,-456
0,-442
0,-349
0,-258
0,-168
0,-94
0,-46
0,-5
0,32
0,67
0,136
0,136
0,136
0,136
0,-247
0,-584
0,-584
0,-584
0,-584
0,-524
0,-468
0,-464
0,-454
0,-428
0,-336
0,-237
0,-151
0,-80
0,-7
0,27
0,80
0,126
0,185
0,185
0,185
0,185
0,113
0,-359
0,-446
0,-446
0,-446
0,-446
0,-342
0,-340
0,-313
0,-311
0,-250
0,-157
0,-31
0,80
0,137
0,189
0,216
0,258
0,309
0,368
0,368
0,368
0,368
0,212
0,-281
0,-281
0,-281
0,-281
0,-259
0,-208
0,-206
0,-172
0,-162
0,-108
0,0
0,111
0,179
0,248
0,283
0,309
0,338
0,381
0,381
0,381
0,381
0,111
0,-381
0,-430
0,-430
0,-430
0,-430
0,-334
0,-329
0,-317
0,-298
0,-212
0,-108
0,3
0,95
0,168
0,223
0,271
0,311
0,361
0,361
0,361
0,361
0,309
0,-293
0,-482
0,-482
0,-482
0,-482
0,-359
0,-315
0,-312
0,-307
0,-247
0,-137
0,-38
0,51
0,148
0,201
0,262
0,306
0,367
0,415
0,415
0,415
0,415
0,269
0,-284
0,-451
0,-451
0,-451
0,-451
0,-333
0,-273
0,-272
0,-264
0,-214
0,-112
0,8
0,100
0,173
0,226
0,274
0,334
0,389
0,431
0,511
0,511
0,511
0,511
0,-99
0,-398
0,-398
0,-398
0,-398
0,-264
0,-193
0,-184
0,-176
0,-142
0,-55
0,66
0,162
0,257
0,323
0,376
0,419
0,456
0,498
0,498
0,498
0,498
0,444
0,-126
0,-132
0,-132
0,-132
0,-132
0,13
0,26
0,44
0,54
0,125
0,260
0,367
0,455
0,553
0,625
0,693
0,745
0,838
0,838
0,838
0,838
0,631
0,18
0,18
0,18
0,18
0,101
0,165
