0\,0
0\,14677
0\,14677
0\,14677
0\,14226
0\,14226
0\,12788
0\,12788
0\,11484
0\,10372
0\,9430
0\,8645
0\,8010
0\,7464
0\,6988
0\,6436
0\,5633
0\,5074
0\,4885
0\,4823
0\,4821
0\,4800
0\,4747
0\,4575
0\,4379
0\,4262
0\,4183
0\,4121
0\,3994
0\,3879
0\,3769
0\,3652
0\,3529
0\,3428
0\,3320
0\,3157
0\,2661
0\,2172
0\,2172
0\,2172
0\,2172
0\,2172
0\,2172
0\,2172
0\,2132
0\,2132
0\,2130
0\,2127
0\,2114
0\,2111
0\,2072
0\,2016
0\,1963
0\,1902
0\,1877
0\,1755
0\,1270
0\,936
0\,936
0\,936
0\,936
0\,1012
0\,1023
0\,1077
0\,1079
0\,1079
0\,1079
0\,1119
0\,1130
0\,1131
0\,1131
0\,1131
0\,1130
0\,1111
0\,932
0\,635
0\,165
0\,-98
0\,-98
0\,-98
0\,-98
0\,116
0\,217
0\,244
0\,252
0\,260
0\,358
0\,462
0\,534
0\,569
0\,598
0\,602
0\,612
0\,612
0\,612
0\,612
0\,429
0\,-240
0\,-240
0\,-240
0\,-240
0\,-193
0\,41
0\,105
0\,106
0\,132
0\,176
0\,272
0\,374
0\,450
0\,499
0\,522
0\,542
0\,547
0\,547
0\,547
0\,547
0\,508
0\,-52
0\,-215
0\,-215
0\,-215
0\,-215
0\,10
0\,111
0\,129
0\,148
0\,178
0\,283
0\,381
0\,454
0\,512
0\,527
0\,546
0\,565
0\,576
0\,576
0\,576
0\,576
0\,358
0\,-78
0\,-78
0\,-78
0\,-78
0\,146
0\,239
0\,251
0\,265
0\,273
0\,309
0\,395
0\,457
0\,503
0\,519
0\,535
0\,538
0\,538
0\,538
0\,535
0\,521
0\,82
0\,-92
0\,-92
0\,-92
0\,-92
0\,120
0\,142
0\,151
0\,170
0\,193
0\,262
0\,324
0\,384
0\,419
0\,447
0\,447
0\,447
0\,447
0\,447
0\,441
0\,58
0\,-239
0\,-239
0\,-239
0\,-239
0\,-45
0\,49
0\,75
0\,80
0\,84
0\,154
0\,231
0\,298
0\,335
0\,364
0\,377
0\,382
0\,382
0\,382
0\,382
0\,198
0\,-382
0\,-382
0\,-382
0\,-382
0\,-307
0\,-101
0\,-55
0\,-54
0\,-28
0\,12
0\,102
0\,193
0\,253
0\,290
0\,316
0\,353
0\,354
0\,354
0\,354
0\,353
0\,55
0\,-373
0\,-373
0\,-373
0\,-373
0\,-153
0\,8
0\,25
0\,40
0\,46
0\,128
0\,227
0\,300
0\,358
0\,385
0\,393
0\,396
0\,415
0\,415
0\,415
0\,415
0\,26
0\,-89
0\,-89
0\,-89
0\,-89
0\,36
0\,66
0\,85
0\,86
0\,85
0\,66
0\,36
0\,17
0\,17
0\,-903
0\,-903
0\,-3526
0\,-3526
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-5000
0\,-4996
0\,-4776
0\,-4776
0\,-4566
0\,-4566
0\,-4368
0\,-4368
0\,-4178
0\,-3999
0\,-3815
0\,-3650
0\,-3490
0\,-3340
0\,-3187
0\,-3052
0\,-2919
0\,-2788
0\,-2660
0\,-2552
0\,-2441
0\,-2332
0\,-2233
0\,-2135
0\,-2051
0\,-1955
0\,-1875
0\,-1795
0\,-1718
0\,-1649
0\,-1574
0\,-1515
0\,-1454
0\,-1392
0\,-1330
0\,-1277
0\,-1220
0\,-1171
0\,-1121
0\,-1081
0\,-1032
0\,-993
0\,-955
0\,-915
0\,-877
0\,-846
0\,-814
0\,-781
0\,-754
0\,-724
0\,-695
0\,-669
0\,-644
0\,-616
0\,-591
0\,-565
0\,-545
0\,-525
0\,-500
0\,-487
0\,-462
0\,-450
0\,-431
0\,-413
0\,-397
0\,-388
0\,-372
0\,-355
0\,-342
0\,-333
0\,-325
0\,-310
0\,-299
0\,-287
0\,-276
0\,-270
0\,-262
0\,-252
0\,-240
0\,-237
0\,-229
0\,-222
0\,-211
0\,-208
